Age,Gender,Skill_Level,Play_Time,Location,Win_Rate,Total_Matches_Played,Favorite_Court_Type,Average_Match_Duration,Coach_Affiliation,Rating_Score
34,Female,Intermediate,Afternoon,France,77,317,Indoor,68,Yes,1137
19,Female,Beginner,Morning,Spain,57,265,Any,65,Yes,1275
32,Female,Beginner,Evening,Italy,36,40,Outdoor,71,No,1086
42,Female,Intermediate,Afternoon,Denmark,40,302,Outdoor,61,Yes,1915
38,Female,Intermediate,Afternoon,Argentina,54,249,Indoor,39,Yes,1662
21,Female,Beginner,Evening,Argentina,74,116,Any,70,Yes,2299
32,Male,Professional,Evening,Argentina,72,449,Outdoor,69,No,1263
50,Male,Professional,Morning,Italy,68,461,Outdoor,43,No,2275
48,Female,Advanced,Afternoon,Argentina,78,122,Outdoor,60,Yes,1501
40,Female,Advanced,Morning,Netherlands,71,469,Indoor,82,Yes,1934
18,Male,Advanced,Morning,Netherlands,76,130,Any,94,No,2133
51,Male,Intermediate,Morning,Finland,65,358,Any,37,No,2275
52,Male,Professional,Afternoon,Saudi Arabia,68,109,Any,37,No,1306
39,Male,Intermediate,Morning,Sweden,67,62,Outdoor,41,Yes,1278
38,Female,Advanced,Evening,Chile,51,467,Any,93,No,1260
34,Male,Intermediate,Morning,Qatar,87,420,Indoor,103,No,1193
42,Male,Intermediate,Morning,Chile,67,315,Outdoor,57,Yes,2409
43,Female,Advanced,Evening,Brazil,63,187,Indoor,89,Yes,1120
22,Female,Advanced,Afternoon,Belgium,58,459,Any,68,No,1539
39,Male,Advanced,Evening,Spain,45,152,Any,117,Yes,2480
42,Male,Intermediate,Afternoon,Sweden,73,396,Indoor,100,Yes,2446
52,Male,Beginner,Afternoon,Italy,65,378,Indoor,32,Yes,2191
53,Male,Beginner,Morning,Brazil,64,122,Indoor,65,No,1481
45,Female,Professional,Morning,Argentina,70,464,Any,85,Yes,2010
30,Female,Beginner,Afternoon,Portugal,79,86,Indoor,120,Yes,2001
38,Male,Professional,Evening,Chile,68,69,Any,71,No,1064
36,Male,Professional,Morning,Germany,33,205,Any,74,No,2485
43,Female,Professional,Evening,France,42,259,Outdoor,37,Yes,1515
41,Male,Beginner,Evening,Denmark,81,200,Outdoor,79,Yes,2242
36,Male,Advanced,Morning,Qatar,87,470,Indoor,86,Yes,2455
55,Female,Professional,Afternoon,United Arab Emirates,37,355,Indoor,111,Yes,1761
48,Male,Advanced,Evening,Saudi Arabia,34,272,Indoor,100,Yes,1070
45,Female,Professional,Afternoon,United Kingdom,64,161,Indoor,32,Yes,1196
36,Female,Beginner,Afternoon,United Kingdom,55,251,Outdoor,63,No,2398
33,Male,Advanced,Morning,France,85,398,Outdoor,115,No,1211
36,Male,Intermediate,Morning,Denmark,33,155,Indoor,61,Yes,1390
47,Male,Professional,Morning,Mexico,46,109,Indoor,46,No,2094
26,Male,Professional,Afternoon,United Kingdom,37,326,Indoor,105,Yes,1915
47,Female,Intermediate,Morning,Saudi Arabia,33,210,Any,73,Yes,1316
30,Female,Professional,Evening,Mexico,50,396,Indoor,101,Yes,1403
42,Male,Advanced,Morning,Qatar,65,283,Indoor,43,Yes,1380
41,Female,Advanced,Morning,Spain,37,126,Indoor,116,No,1884
31,Male,Beginner,Morning,France,65,411,Any,50,Yes,1173
42,Female,Advanced,Morning,Italy,81,497,Indoor,47,Yes,1951
22,Male,Professional,Afternoon,United Arab Emirates,56,458,Indoor,107,No,2438
52,Male,Beginner,Evening,Netherlands,57,376,Indoor,94,No,1241
28,Male,Professional,Morning,Lebanon,74,315,Any,80,Yes,2397
39,Female,Intermediate,Afternoon,France,51,486,Indoor,52,No,1283
33,Female,Intermediate,Afternoon,Portugal,61,252,Indoor,40,No,1016
37,Male,Beginner,Afternoon,France,43,267,Outdoor,62,Yes,1499
18,Female,Beginner,Evening,Finland,89,458,Outdoor,58,Yes,2221
39,Male,Professional,Morning,Lebanon,43,423,Indoor,114,No,1211
49,Female,Intermediate,Morning,United States,59,138,Outdoor,72,No,1251
43,Male,Beginner,Afternoon,United Arab Emirates,34,137,Indoor,92,Yes,2171
49,Female,Advanced,Morning,Lebanon,63,120,Indoor,115,No,2069
20,Male,Professional,Evening,United Arab Emirates,60,32,Any,34,No,2450
33,Female,Intermediate,Evening,France,77,334,Any,54,No,2321
23,Female,Intermediate,Afternoon,Qatar,48,250,Indoor,119,Yes,2011
34,Male,Intermediate,Evening,Portugal,62,150,Any,106,Yes,1721
55,Female,Beginner,Morning,Italy,47,182,Indoor,83,No,1042
45,Female,Intermediate,Morning,Chile,72,454,Indoor,39,Yes,1092
36,Male,Intermediate,Evening,United Arab Emirates,50,78,Any,79,No,1939
36,Male,Advanced,Evening,Finland,83,208,Indoor,106,No,1295
49,Male,Beginner,Afternoon,Germany,85,293,Outdoor,97,No,1418
18,Male,Beginner,Morning,Spain,59,260,Indoor,52,Yes,1389
31,Female,Advanced,Morning,Netherlands,38,428,Outdoor,72,Yes,2357
26,Male,Advanced,Morning,United Kingdom,30,119,Any,66,No,1173
28,Female,Beginner,Morning,France,56,429,Indoor,72,Yes,1891
23,Male,Intermediate,Morning,Spain,39,450,Indoor,65,No,2087
47,Male,Beginner,Afternoon,Belgium,38,481,Any,79,Yes,2147
55,Male,Advanced,Afternoon,United Kingdom,85,469,Any,96,No,2263
43,Female,Professional,Evening,Lebanon,60,422,Indoor,88,No,2131
50,Female,Beginner,Morning,Mexico,82,95,Indoor,39,No,1056
41,Male,Beginner,Afternoon,Brazil,47,126,Outdoor,75,Yes,1933
51,Male,Professional,Afternoon,United Kingdom,47,131,Any,108,No,2418
19,Female,Beginner,Morning,Netherlands,31,78,Indoor,45,Yes,1484
20,Male,Beginner,Morning,United Arab Emirates,88,452,Outdoor,44,Yes,1828
44,Female,Advanced,Afternoon,Portugal,43,217,Any,105,Yes,2419
19,Male,Advanced,Evening,Chile,47,176,Any,50,Yes,2156
45,Male,Intermediate,Evening,Italy,60,411,Indoor,45,Yes,2084
20,Male,Advanced,Afternoon,United States,44,306,Indoor,118,Yes,2202
40,Female,Intermediate,Evening,United Arab Emirates,56,181,Indoor,90,Yes,1577
46,Male,Beginner,Afternoon,Mexico,57,194,Outdoor,109,No,1300
38,Female,Professional,Evening,Sweden,69,445,Outdoor,70,Yes,1130
49,Female,Intermediate,Afternoon,Germany,78,453,Indoor,111,No,1589
48,Female,Beginner,Morning,Lebanon,36,17,Outdoor,31,No,1076
18,Female,Advanced,Afternoon,Argentina,74,166,Indoor,105,Yes,1193
32,Male,Intermediate,Morning,Argentina,39,469,Indoor,30,No,1507
34,Male,Professional,Evening,Portugal,54,142,Outdoor,97,No,2217
46,Male,Intermediate,Afternoon,Mexico,82,358,Indoor,75,No,1721
46,Female,Beginner,Afternoon,United States,75,418,Outdoor,91,Yes,2479
19,Male,Advanced,Evening,Mexico,47,188,Indoor,105,No,1118
42,Male,Beginner,Evening,Finland,65,326,Outdoor,67,Yes,1425
39,Female,Beginner,Evening,Lebanon,66,185,Outdoor,46,No,1771
51,Male,Professional,Evening,Qatar,90,243,Indoor,108,No,1161
46,Female,Professional,Morning,United Arab Emirates,81,214,Outdoor,115,Yes,1251
44,Female,Professional,Evening,Finland,82,137,Any,101,No,2220
18,Female,Advanced,Morning,Sweden,69,164,Outdoor,75,No,1741
47,Female,Beginner,Afternoon,Italy,77,270,Outdoor,80,Yes,1005
49,Female,Professional,Afternoon,Finland,39,235,Any,92,No,2033
49,Male,Intermediate,Morning,Qatar,39,457,Outdoor,37,Yes,2449
34,Male,Intermediate,Evening,Qatar,34,180,Outdoor,86,No,1722
40,Female,Beginner,Afternoon,Argentina,43,35,Outdoor,100,No,2058
34,Female,Professional,Morning,Argentina,56,432,Outdoor,120,Yes,1787
44,Male,Professional,Morning,Sweden,50,442,Any,60,Yes,1146
28,Male,Beginner,Evening,Netherlands,43,172,Any,114,No,2042
33,Female,Intermediate,Afternoon,France,35,34,Any,31,Yes,1430
37,Male,Intermediate,Morning,Portugal,66,244,Any,99,No,2198
51,Male,Beginner,Afternoon,Portugal,80,193,Outdoor,83,No,1011
52,Female,Professional,Morning,Sweden,76,459,Any,83,Yes,1848
28,Female,Intermediate,Afternoon,Lebanon,61,371,Indoor,54,Yes,2231
23,Male,Intermediate,Morning,Sweden,32,142,Indoor,97,No,1749
45,Female,Intermediate,Morning,France,68,172,Indoor,47,Yes,1121
45,Male,Beginner,Evening,Belgium,66,190,Any,89,No,2309
54,Female,Professional,Afternoon,Chile,85,108,Indoor,45,No,2333
23,Male,Advanced,Morning,United Kingdom,55,287,Any,36,Yes,1675
23,Female,Advanced,Morning,Chile,42,194,Any,105,No,1297
29,Female,Professional,Evening,United Arab Emirates,44,213,Any,116,No,1967
40,Male,Beginner,Evening,Finland,45,385,Indoor,52,Yes,1009
46,Female,Professional,Morning,Chile,69,402,Indoor,68,Yes,2030
20,Female,Professional,Afternoon,United States,46,182,Any,118,Yes,2029
31,Female,Intermediate,Morning,Belgium,83,300,Any,48,Yes,1459
33,Male,Advanced,Afternoon,France,32,442,Any,114,Yes,1726
47,Female,Intermediate,Evening,Portugal,38,374,Indoor,87,No,1319
22,Female,Beginner,Morning,Brazil,85,384,Any,96,Yes,2029
23,Female,Beginner,Afternoon,Qatar,85,355,Any,59,Yes,1310
47,Male,Beginner,Morning,United Kingdom,72,325,Indoor,53,No,2243
54,Male,Intermediate,Afternoon,Saudi Arabia,52,21,Indoor,56,No,1724
41,Male,Advanced,Morning,Mexico,55,389,Indoor,101,Yes,1323
20,Male,Intermediate,Morning,United States,42,76,Indoor,61,Yes,1823
47,Male,Professional,Afternoon,Portugal,81,238,Indoor,92,No,1215
25,Female,Intermediate,Afternoon,Lebanon,82,15,Outdoor,82,Yes,1561
21,Female,Intermediate,Evening,Belgium,62,211,Indoor,107,No,1899
38,Male,Beginner,Morning,Netherlands,90,482,Outdoor,87,No,1478
41,Female,Intermediate,Morning,Lebanon,71,410,Any,41,No,2288
38,Female,Advanced,Evening,United Arab Emirates,49,283,Outdoor,47,Yes,2066
37,Female,Advanced,Afternoon,Lebanon,30,485,Indoor,98,Yes,2197
43,Female,Advanced,Afternoon,Saudi Arabia,47,140,Outdoor,57,No,1678
30,Male,Beginner,Afternoon,United Kingdom,85,251,Outdoor,96,No,1471
49,Male,Intermediate,Morning,Qatar,43,233,Indoor,75,Yes,1813
52,Male,Intermediate,Morning,United States,77,210,Any,92,Yes,1982
29,Male,Advanced,Morning,United States,36,325,Outdoor,104,Yes,1341
25,Female,Intermediate,Afternoon,Germany,42,487,Indoor,115,No,1531
46,Female,Professional,Afternoon,Germany,33,210,Outdoor,73,Yes,1644
52,Male,Advanced,Morning,United Arab Emirates,32,125,Indoor,35,No,1292
48,Female,Professional,Morning,Argentina,57,309,Indoor,103,No,2402
20,Female,Advanced,Morning,Saudi Arabia,84,89,Outdoor,105,No,1683
19,Female,Professional,Morning,Sweden,40,477,Outdoor,85,Yes,1806
45,Male,Beginner,Evening,Argentina,39,175,Any,37,Yes,2436
40,Male,Professional,Afternoon,France,80,285,Indoor,43,No,1301
18,Female,Intermediate,Afternoon,Brazil,31,281,Outdoor,97,No,1605
23,Male,Professional,Evening,France,79,243,Indoor,91,No,1011
22,Female,Advanced,Evening,Sweden,76,230,Outdoor,94,No,1304
40,Male,Professional,Afternoon,United States,77,215,Outdoor,115,No,1618
32,Male,Advanced,Afternoon,Argentina,62,116,Any,114,No,1196
21,Female,Beginner,Morning,Lebanon,59,38,Any,61,Yes,2481
39,Female,Intermediate,Morning,Netherlands,71,400,Any,89,Yes,2120
51,Female,Beginner,Evening,Qatar,48,223,Any,38,No,1929
53,Female,Intermediate,Morning,Qatar,53,497,Any,62,Yes,2018
51,Female,Advanced,Evening,United States,75,255,Outdoor,115,Yes,1474
50,Female,Beginner,Afternoon,Mexico,46,398,Any,84,Yes,2303
31,Female,Beginner,Evening,Finland,63,405,Outdoor,50,Yes,2135
53,Female,Intermediate,Evening,Sweden,46,86,Any,69,No,2365
51,Male,Intermediate,Morning,United Kingdom,89,334,Any,98,No,2023
18,Male,Advanced,Morning,United Arab Emirates,35,431,Outdoor,45,Yes,2431
25,Male,Beginner,Morning,Sweden,83,122,Any,116,No,2483
32,Male,Beginner,Afternoon,United Kingdom,81,171,Indoor,47,No,2445
18,Male,Advanced,Evening,United Kingdom,56,395,Any,107,No,1957
45,Male,Beginner,Afternoon,Italy,42,130,Indoor,64,No,1793
48,Male,Professional,Afternoon,Argentina,79,278,Any,90,Yes,1593
48,Female,Beginner,Morning,Denmark,39,431,Indoor,72,Yes,2251
55,Female,Intermediate,Evening,Lebanon,80,131,Outdoor,57,No,1309
51,Male,Beginner,Evening,United Arab Emirates,67,347,Indoor,80,No,1584
23,Male,Professional,Morning,Lebanon,68,242,Indoor,47,No,2334
47,Female,Beginner,Evening,Sweden,53,476,Outdoor,33,No,1170
50,Female,Professional,Afternoon,Lebanon,44,69,Outdoor,94,No,1243
30,Female,Intermediate,Morning,Chile,63,193,Outdoor,110,No,2206
18,Male,Advanced,Evening,Argentina,88,220,Any,77,Yes,2414
21,Female,Beginner,Morning,Qatar,73,312,Indoor,64,No,1461
29,Female,Intermediate,Evening,Denmark,64,276,Outdoor,89,No,1896
22,Male,Advanced,Morning,France,84,316,Indoor,82,Yes,1606
28,Male,Advanced,Morning,Lebanon,37,127,Any,73,Yes,1139
24,Male,Intermediate,Morning,Chile,55,326,Indoor,44,No,1519
46,Female,Intermediate,Evening,Finland,83,19,Any,69,Yes,2015
46,Male,Professional,Morning,Argentina,42,210,Indoor,68,Yes,1240
32,Female,Intermediate,Morning,Finland,37,165,Any,46,Yes,2083
39,Male,Beginner,Evening,Saudi Arabia,88,382,Any,85,Yes,2002
43,Male,Advanced,Afternoon,Chile,87,431,Indoor,58,Yes,2339
18,Female,Intermediate,Afternoon,Argentina,79,385,Indoor,50,Yes,1949
38,Male,Professional,Afternoon,United Kingdom,43,202,Outdoor,97,Yes,2271
18,Female,Intermediate,Morning,Chile,38,334,Any,57,Yes,2182
41,Male,Beginner,Morning,Qatar,46,360,Any,110,No,1904
48,Male,Intermediate,Morning,United Arab Emirates,76,276,Indoor,117,Yes,2225
25,Female,Intermediate,Evening,Belgium,51,408,Indoor,46,No,1898
40,Female,Professional,Morning,Italy,41,98,Indoor,100,Yes,1312
25,Male,Intermediate,Morning,Qatar,88,63,Outdoor,104,No,2282
27,Female,Beginner,Morning,United Arab Emirates,79,299,Indoor,95,No,1880
34,Male,Professional,Evening,Mexico,61,301,Any,90,Yes,2279
52,Male,Advanced,Evening,Belgium,64,191,Indoor,49,No,1028
41,Female,Beginner,Morning,Lebanon,75,59,Any,30,No,1887
46,Female,Advanced,Afternoon,Mexico,36,13,Any,78,Yes,1876
48,Male,Beginner,Evening,Chile,88,222,Indoor,31,Yes,1529
31,Male,Beginner,Morning,Mexico,84,480,Outdoor,43,Yes,1118
18,Female,Beginner,Evening,Brazil,31,390,Outdoor,64,No,1100
29,Male,Intermediate,Morning,Netherlands,58,492,Indoor,102,Yes,1503
41,Female,Beginner,Afternoon,Denmark,56,259,Outdoor,107,No,2277
34,Male,Beginner,Morning,Denmark,30,155,Indoor,45,No,1405
55,Male,Professional,Evening,United Kingdom,72,417,Indoor,120,No,1733
39,Male,Beginner,Afternoon,United Arab Emirates,53,495,Indoor,74,No,1248
50,Female,Beginner,Morning,Italy,89,490,Any,59,No,1388
21,Male,Intermediate,Evening,Brazil,42,125,Outdoor,49,No,2337
47,Male,Beginner,Evening,United Kingdom,30,320,Outdoor,31,Yes,2364
38,Female,Intermediate,Afternoon,France,85,296,Outdoor,61,Yes,1107
33,Male,Advanced,Afternoon,Spain,52,388,Indoor,30,No,1033
27,Female,Professional,Morning,Finland,83,133,Any,107,Yes,1482
19,Male,Beginner,Afternoon,France,32,103,Indoor,40,Yes,1239
47,Female,Intermediate,Morning,France,65,59,Outdoor,47,No,2382
30,Female,Professional,Afternoon,Spain,37,494,Indoor,48,Yes,2094
25,Male,Beginner,Morning,Portugal,46,281,Any,41,No,1712
19,Female,Professional,Afternoon,Argentina,63,440,Any,94,Yes,1337
44,Female,Intermediate,Evening,Saudi Arabia,59,119,Indoor,53,Yes,1704
26,Male,Beginner,Morning,Qatar,72,443,Any,114,No,2434
19,Female,Professional,Afternoon,Argentina,76,293,Any,109,No,1352
25,Female,Professional,Morning,Brazil,40,23,Any,73,Yes,1523
53,Female,Professional,Morning,Netherlands,71,125,Any,67,Yes,2198
51,Female,Intermediate,Morning,Netherlands,59,466,Outdoor,86,Yes,1627
46,Male,Professional,Afternoon,United Arab Emirates,43,224,Any,31,Yes,1772
48,Female,Advanced,Afternoon,Netherlands,46,464,Indoor,119,No,1954
22,Female,Advanced,Evening,Belgium,43,70,Outdoor,113,No,1109
30,Female,Advanced,Evening,Lebanon,58,245,Any,37,No,1771
39,Female,Intermediate,Afternoon,United Arab Emirates,54,201,Any,48,Yes,2408
26,Female,Professional,Afternoon,United Kingdom,36,124,Any,85,No,1226
30,Male,Intermediate,Morning,Italy,44,448,Indoor,67,Yes,2007
39,Female,Beginner,Afternoon,Germany,62,477,Outdoor,65,No,2142
53,Male,Intermediate,Evening,United Arab Emirates,31,177,Any,91,No,1343
41,Female,Intermediate,Morning,Denmark,74,153,Any,111,Yes,1756
49,Female,Beginner,Afternoon,Denmark,88,188,Indoor,115,Yes,1534
44,Female,Intermediate,Afternoon,Finland,60,54,Any,40,Yes,1928
42,Female,Advanced,Evening,Chile,55,494,Indoor,51,No,1119
53,Female,Intermediate,Morning,United States,67,110,Any,118,No,1568
52,Female,Beginner,Morning,Finland,76,282,Outdoor,36,No,2071
37,Male,Professional,Evening,Chile,34,139,Outdoor,49,Yes,1722
28,Female,Beginner,Morning,United Arab Emirates,86,452,Indoor,35,Yes,2278
53,Male,Professional,Afternoon,United Arab Emirates,30,181,Outdoor,48,No,1012
48,Female,Advanced,Afternoon,Brazil,88,249,Any,115,Yes,1949
33,Female,Advanced,Afternoon,United States,80,472,Indoor,97,Yes,2373
20,Male,Advanced,Evening,Argentina,83,54,Outdoor,95,No,2304
50,Female,Intermediate,Afternoon,Italy,41,331,Indoor,95,Yes,2133
19,Female,Beginner,Morning,Argentina,34,73,Any,34,No,2232
51,Female,Advanced,Evening,France,48,171,Outdoor,42,No,1185
41,Female,Beginner,Afternoon,Chile,50,387,Any,48,Yes,1207
20,Female,Intermediate,Morning,Netherlands,68,190,Indoor,64,Yes,2022
52,Female,Beginner,Afternoon,Mexico,79,428,Any,100,No,1735
32,Male,Beginner,Evening,France,39,66,Indoor,79,Yes,1175
33,Female,Intermediate,Morning,Lebanon,69,74,Any,105,No,1534
43,Female,Professional,Afternoon,United States,31,473,Outdoor,63,No,1155
43,Female,Professional,Morning,United Kingdom,65,371,Any,32,Yes,2467
26,Female,Professional,Afternoon,Belgium,65,321,Indoor,93,No,1920
46,Male,Professional,Morning,Netherlands,52,295,Any,39,No,1380
55,Male,Intermediate,Afternoon,Mexico,63,493,Outdoor,46,Yes,1521
18,Male,Professional,Afternoon,Netherlands,69,221,Any,33,No,1878
20,Male,Beginner,Evening,United States,87,132,Outdoor,111,Yes,1046
45,Male,Beginner,Morning,Saudi Arabia,71,227,Outdoor,38,Yes,1761
41,Female,Advanced,Afternoon,Sweden,39,281,Any,117,No,1619
31,Female,Advanced,Evening,Qatar,89,235,Indoor,79,No,2076
30,Female,Professional,Afternoon,Qatar,63,208,Any,70,Yes,1083
30,Female,Professional,Morning,United Arab Emirates,84,395,Any,111,Yes,2258
38,Male,Beginner,Morning,Qatar,42,409,Indoor,38,No,1570
30,Female,Professional,Evening,Lebanon,45,314,Indoor,63,Yes,1521
35,Female,Beginner,Afternoon,Germany,49,491,Any,87,No,2472
36,Female,Beginner,Morning,Saudi Arabia,49,263,Outdoor,40,No,1822
48,Female,Intermediate,Morning,United Kingdom,88,459,Any,77,Yes,1675
38,Female,Professional,Evening,Saudi Arabia,83,480,Indoor,71,Yes,2456
23,Female,Intermediate,Evening,Spain,32,188,Any,91,No,2005
42,Male,Advanced,Morning,United Arab Emirates,59,279,Any,54,Yes,1141
31,Female,Advanced,Afternoon,Sweden,54,52,Outdoor,89,No,1811
21,Female,Professional,Evening,Argentina,77,75,Outdoor,105,No,1368
27,Female,Beginner,Morning,United Kingdom,70,190,Indoor,91,Yes,1840
51,Female,Intermediate,Afternoon,Lebanon,85,75,Indoor,90,Yes,1766
43,Female,Intermediate,Afternoon,Portugal,69,203,Any,94,No,1981
47,Female,Professional,Morning,Netherlands,76,341,Indoor,38,Yes,2445
18,Male,Advanced,Afternoon,Mexico,46,408,Indoor,81,No,1255
27,Male,Intermediate,Evening,Sweden,65,339,Outdoor,117,No,1602
40,Male,Advanced,Afternoon,Qatar,80,429,Outdoor,105,Yes,1266
49,Male,Professional,Afternoon,Sweden,52,311,Indoor,76,Yes,1778
19,Female,Intermediate,Morning,Saudi Arabia,86,343,Outdoor,102,Yes,1592
51,Male,Beginner,Morning,Spain,53,315,Outdoor,77,Yes,1979
27,Female,Beginner,Evening,Sweden,45,428,Indoor,107,Yes,1101
23,Female,Professional,Evening,Netherlands,65,371,Outdoor,119,No,1049
51,Female,Intermediate,Morning,Qatar,50,344,Indoor,52,No,2290
43,Male,Intermediate,Morning,United States,75,24,Indoor,94,No,2403
25,Female,Advanced,Morning,Mexico,43,103,Indoor,70,Yes,2098
40,Male,Advanced,Morning,Saudi Arabia,38,461,Indoor,31,Yes,1351
38,Female,Professional,Morning,Netherlands,51,171,Outdoor,58,No,1994
39,Female,Intermediate,Morning,Denmark,32,303,Indoor,112,No,1184
44,Male,Intermediate,Afternoon,Qatar,33,450,Outdoor,111,Yes,1652
37,Female,Advanced,Morning,Netherlands,85,304,Indoor,86,No,1809
27,Male,Professional,Evening,Italy,47,56,Any,96,No,1465
47,Male,Professional,Afternoon,France,80,409,Indoor,119,Yes,1734
34,Female,Beginner,Afternoon,United Kingdom,82,492,Indoor,68,Yes,1237
52,Female,Intermediate,Afternoon,United Kingdom,30,232,Indoor,66,No,2032
47,Female,Beginner,Morning,Netherlands,72,469,Indoor,61,Yes,1954
43,Male,Advanced,Morning,Mexico,40,241,Any,41,Yes,1503
48,Male,Professional,Evening,Belgium,83,340,Any,94,Yes,1791
18,Male,Advanced,Evening,Belgium,68,129,Any,90,No,2033
55,Male,Beginner,Morning,Chile,39,142,Indoor,115,No,1341
54,Male,Intermediate,Evening,United Kingdom,31,324,Any,72,No,1556
40,Female,Professional,Afternoon,United Arab Emirates,36,296,Outdoor,60,Yes,1716
52,Male,Professional,Afternoon,Lebanon,81,152,Outdoor,52,Yes,2457
28,Female,Intermediate,Evening,Belgium,38,309,Indoor,84,Yes,1248
42,Female,Professional,Evening,Belgium,78,437,Indoor,37,Yes,1543
55,Female,Professional,Morning,United Arab Emirates,46,140,Indoor,97,Yes,1067
29,Male,Intermediate,Evening,Brazil,62,322,Indoor,71,No,2434
25,Female,Advanced,Evening,Sweden,40,188,Indoor,98,Yes,1919
21,Female,Beginner,Morning,Saudi Arabia,54,414,Indoor,88,Yes,1405
53,Male,Beginner,Afternoon,Italy,57,292,Any,56,No,1083
19,Male,Professional,Afternoon,Belgium,74,481,Outdoor,92,Yes,1398
53,Male,Advanced,Morning,Mexico,70,465,Any,83,No,2456
28,Female,Professional,Afternoon,United States,59,85,Outdoor,42,Yes,2002
52,Male,Intermediate,Afternoon,United States,51,41,Indoor,116,No,2084
28,Female,Beginner,Evening,France,85,426,Indoor,85,No,1185
55,Female,Intermediate,Afternoon,Finland,79,232,Indoor,66,Yes,1292
40,Female,Intermediate,Evening,Portugal,70,413,Any,55,No,2268
38,Female,Intermediate,Afternoon,Brazil,63,129,Indoor,103,No,2312
51,Male,Advanced,Evening,Italy,46,164,Outdoor,38,Yes,2014
49,Female,Beginner,Afternoon,Chile,61,40,Any,36,No,1264
52,Female,Intermediate,Afternoon,United Arab Emirates,53,38,Indoor,111,No,1056
26,Male,Beginner,Morning,Germany,88,241,Any,59,Yes,1641
54,Male,Intermediate,Evening,Mexico,47,249,Any,100,No,2153
18,Female,Intermediate,Evening,Brazil,30,108,Indoor,45,No,1038
31,Female,Professional,Afternoon,Portugal,78,430,Any,97,Yes,1862
